Scenario;b24000;maxQ_14199_maxV_28.8_year_3345;maxQ_14210_maxV_18.1_year_2288;maxQ_14256_maxV_11.5_year_3236;maxQ_14434_maxV_14.1_year_3126;maxQ_14450_maxV_23.4_year_3048;maxQ_14567_maxV_18.9_year_7445;maxQ_14594_maxV_23.3_year_9987;maxQ_14756_maxV_14.5_year_7191;maxQ_14808_maxV_23.1_year_9093;maxQ_14848_maxV_23.6_year_7451;maxQ_14995_maxV_16.0_year_9555;maxQ_15047_maxV_19.1_year_3884;maxQ_15162_maxV_16.9_year_2826;maxQ_15199_maxV_28.2_year_5313;maxQ_15333_maxV_27.9_year_3710;maxQ_15408_maxV_22.6_year_9875;maxQ_15494_maxV_26.5_year_8336;maxQ_15579_maxV_18.8_year_2831;maxQ_15690_maxV_25.2_year_2944;maxQ_15769_maxV_17.6_year_2168;maxQ_15936_maxV_18.6_year_8232;maxQ_16210_maxV_23.0_year_3284;maxQ_16252_maxV_16.7_year_3423;maxQ_16499_maxV_22.5_year_6390;maxQ_16537_maxV_25.4_year_8516;maxQ_16656_maxV_16.8_year_6253;maxQ_16675_maxV_27.6_year_7706;maxQ_16808_maxV_19.1_year_9324;maxQ_16872_maxV_27.6_year_4891;maxQ_16957_maxV_18.7_year_3236;maxQ_17066_maxV_34.8_year_7593;maxQ_17075_maxV_21.0_year_9681;maxQ_17176_maxV_38.4_year_2560;maxQ_17271_maxV_22.3_year_8813;maxQ_17332_maxV_27.1_year_8632;maxQ_17415_maxV_16.6_year_6576;maxQ_17456_maxV_24.8_year_3843;maxQ_17523_maxV_21.0_year_5296;maxQ_17576_maxV_26.9_year_6510;maxQ_18567_maxV_30.2_year_3147;maxQ_18802_maxV_21.1_year_8276;maxQ_18861_maxV_25.7_year_9470;maxQ_19050_maxV_26.9_year_3672;maxQ_20495_maxV_21.6_year_7971;maxQ_21124_maxV_26.2_year_9605;s14000;s16000;s18000;s20000;s30000
Sum71;19196.3125;15491.54297;16297.48535;13978.84375;15375.75879;15060.45215;15378.40723;15882.38672;15133.03711;15159.90234;15430.71484;15983.30469;16115.75977;15050.72949;15964.5625;16013.53809;15874.74023;15830.20605;16549.83789;16634.35156;15771.54883;15452.19141;16494.58984;16033.34375;16491.19336;16122.2002;15998.29102;16683.96094;16657.80273;15885.46582;16425.21094;16943.90625;16243.07031;16641.22852;16041.19727;17175.62891;16402.26953;16455.23047;16286.93652;16610.14063;17685.95508;17457.10156;17867.14063;17379.66992;17033.46289;17149.89648;14781.9834;15533.66699;16983.76953;17875.46875;19462.54492
Sum72;17551.69531;15000.84961;15503.84863;13518.52344;14498.41211;14347.6543;14545.33984;15205.5625;14280.00098;14524.84961;14701.14648;15254.7998;15309.90918;14232.15527;15273.36621;15355.93066;15249.66211;15164.09668;15670.45703;15680.49316;15089.38574;14793.46387;15673.625;15283.27051;15676.85645;15622.47168;15241.9541;15648.88477;15661.45117;15617.62988;15649.37402;15671.48535;15627.66504;15662.0166;15499.6084;15653.29688;15634.72363;15639.10156;15622.67969;15650.91992;15656.98535;15639.3584;15658.41699;15659.41016;15640.86133;15633.80859;14053.52246;14857.90723;15622.78809;15639.68164;17877.78125
Sum73;17350.68164;15222.17969;15825.15234;13482.92578;14618.19238;14464.35254;14682.61133;15451.91309;14247.80469;14883.87598;15065.25195;15561.20117;15512.07324;14429.8291;15791.96484;15722.45898;15711.82715;15655.5166;16109.7168;16192.21191;15488.67285;15246.96191;16262.16504;15649.66113;16122.33984;15911.69922;15594.71484;16558.9043;16228.73145;15912.8584;16152.28613;16783.28711;16075.74023;16475.90625;15789.30664;16809.63086;16071.33203;16369.85449;16127.25488;16395.23047;16878.0918;16798.74414;16940.05859;16814.10938;16698.36914;16688.47852;14121.66113;15232.39648;16670.09766;16936.65625;17518.76367
Sum74;16613.40234;14316.82129;14386.05176;12421.18359;13170.13574;13244.65625;13343.82617;14255.53125;13001.5;13932.44629;13951.28418;14159.77441;14088.00293;12991.95703;14398.64844;14438.54004;14350.30078;14302.86621;14630.25586;14742.63965;14226.79199;13996.29492;14595.03027;14254.25879;14622.19727;14413.94629;14223.40137;15648.31055;14609.78223;14779.70313;14424.53809;16154.90234;14354.82031;15427.22266;14233.59082;15076;14399.61816;14568.31348;14453.56055;14549.87988;16240.57129;15589.30859;16125.68555;15844.26855;14753.80859;14742.27637;12886.34375;13936.43262;14764.40039;16279.58008;16778.08398
Sum75;16765.91992;14587.21191;14899.7168;13036.35352;13967.07813;13839.77246;14011.32422;14598.82031;13732.55664;14118.82715;14269.33301;14644.93555;14665.64063;13691.73926;15105.51758;15097.27051;14893.68848;15061.30566;15361.56445;15472.57422;14759.47852;14501.5;15465.25293;14890.13086;15387.68164;15240.24707;14809.49707;15583.86133;15353.01172;15171.98926;15286.14941;16144.28809;15237.06836;15563.67871;15014.80859;15857.29395;15230.87891;15446.98926;15314.74609;15447.11719;16337.86914;15703.77734;15928.41797;15763.93555;15539.64746;15508.62207;13695.9541;14378.34277;15594.50488;16473.07227;16932.54297
Sum76;18415.51367;15256.41602;15758.03809;13804.88477;14824.42773;14536.4209;14840.50684;15370.52051;14566.62305;14727.74902;14985.9707;15486.97168;15552.12793;14512.91699;15538.16504;15558.61035;15414.87891;15491.7793;16053.01855;16098.67969;15286.55469;15005.75391;15957.0752;15510.70703;15951.99023;15665.6543;15473.67578;16393.5918;16080.40234;15558.80176;15841.49512;16850.61328;15677.9707;16518.74023;15547.29004;16886.53711;15817.60059;16191.86816;15840.40527;16384.53711;17021.58594;16890.76953;17122.47656;16903.25977;16659.38477;16629.02344;14416.56152;15040.8623;16671.74219;17038.89453;18537.57617
Sum77;17711.18945;14963.77441;15349.42578;13460.51855;14378.75684;14241.91504;14502.40527;15064.68945;14218.6875;14471.13672;14671.49609;15093.67773;15165.23633;14208.65234;15248.07129;15230.4834;15135.77832;15369.97363;15708.71094;15861.79492;14975.5459;14682.03906;16050.07617;15248.65039;15876.85742;15631.27734;15184.16602;16277.88184;15870.11328;15703.01465;15887.60645;16559.26172;15873.56543;16211.78613;15548.50293;16611.10938;15774.68262;16085.47461;15893.60254;16164.06152;16735.08594;16577.84961;16817.35156;16616.02344;16362.0625;16353.29688;13983.79785;14704.36816;16367.45215;16799.59375;17925.47852
Sum78;15100.20605;13768.29102;13831.70215;12185.92871;12947.40234;13285.17969;13221.45996;13835.35742;12808.22656;13403.29492;13507.48047;13632.66797;13703.38965;12945.7373;14447.19922;14000.39551;13781.15137;14436.8457;13935.4248;14229.39355;13611.84766;13427.98926;14426.73438;13633.85742;13983.87793;13974.89063;13614.06836;14486.37793;13952.27051;14395.94141;13834.85156;14615.25195;14097.7041;14530.22949;13648.48047;14514.50098;13806.44434;14430.04297;14339.36816;14432.97461;14746.9873;14511.68652;14711.45313;14677.87598;14447.83887;14467.45215;12660.84668;13426.58887;14423.88281;14787.03223;15269.77539
Sum79;16601.07227;14727.76855;14946.67969;13018.54297;13799.61816;13728.39551;13848.89941;14723.7334;13584.3418;14211.69238;14367.05566;14690.70117;14703.20117;13602.46094;15105.25195;15004.45313;14896.31641;15035.74023;15286.24902;15449.7666;14778.98926;14507.86133;15373.88379;14857.39746;15358.59277;15184.06836;14779.03125;15459.56641;15350.16602;15062.05371;15202.35059;16076.64063;15132.44434;15471.99609;14993.02539;15693.17676;15174.35254;15345.41797;15209.45801;15327.18066;16229.88965;15658.87988;15988.3623;15712.63086;15535.72559;15531.12207;13506.7334;14407.53125;15487.59375;16244.56543;16708.52539
Sum80;17376.25;15410.89258;16324.21875;13945.41016;15282.99512;14958.35645;15241.68652;15847.44141;15010.82324;15002.59375;15329.63965;16200.21484;16071.41406;14966.36035;16251.89844;16264.70605;16131.11035;16187.54102;16471.61719;16519.59766;16059.71777;15864.03418;16499.47656;16419.16211;16473.07227;16481.51758;16389.61719;16451.5332;16486.06055;16291.35938;16453.43359;16485.07422;16455.26367;16471.70703;16427.65234;16477.35156;16435.9375;16462.35156;16439.20313;16457.94922;16536.33789;16470.01563;16702.68164;16463.46875;16459.07422;16441.85742;14738.37109;15909.77637;16466.49609;16781.83398;18049.85938
Sum81;17351.36523;14779.89355;15141.43457;13189.19141;14189.31836;14109.98633;14277.07227;14907.47656;14019.87402;14224.07715;14511.89551;14875.08984;14994.52051;13999.72168;15194.50781;14965.23926;14903.67578;15310.00586;15574.33301;15751.95996;14826.50293;14527.71289;15714.35254;15129.25195;15697.08008;15515.65039;15036.55566;15844.12695;15700.95508;15380.75586;15568.96973;16085.99316;15492.03223;15823.86816;15349.05859;16139.97266;15552.2998;15692.30762;15530.70605;15710.08594;16318.51465;16063.66992;16240.0459;16109.81348;15913.51855;15890.02637;13856.85254;14502.08691;15934.06445;16669.62891;17480.58789
Sum82;17830.61328;14482.08105;14733.18555;13028.87988;13882.79688;13782.05371;13847.91309;14444.1416;13645.48828;13961.47266;14044.57324;14506.48535;14503.98535;13581.18555;15172.38477;14940.34961;14631.95996;15150.5459;15356.16113;15518.08984;14533.43457;14242.33105;15526.95898;14885.72852;15499.64844;15325.95117;14772.08008;15633.17773;15482.63867;15207.54785;15378.62695;16304.69922;15311.81055;15646.33008;15138.24805;15963.95605;15344.60742;15468.63281;15344.38965;15502.96289;16254.58301;15828.95996;16058.03906;15874.90137;15637.37695;15600.7998;13500.37988;14248.51758;15699.8623;16455.33984;17985.82227
Sum83;17787.81055;14840.67578;15217.01758;13349.00586;14250.05078;14145.5332;14364.76367;14973.11035;14113.25098;14297.59277;14547.53125;14964.60742;15067.5752;14069.09961;15252.8125;15116.65039;15000.20313;15316.6748;15594.58105;15700.55664;14855.82324;14558.96875;15820.02344;15120.9502;15720.14453;15552.67773;15071.10938;16010.43457;15701.87988;15440.50781;15644.80371;16303.7207;15588.34082;15950.98047;15385.50879;16351.44043;15591.11523;15797.81738;15624.49902;15819.59961;16387.88867;16227.82227;16466.76172;16273.39648;16029.7002;15992.13965;13865.01367;14624.61621;16072.4541;16428.05859;17926.80469
Sum84;18530.58398;15500.5918;16301.69922;13943.94141;15376.72266;15061.39258;15347.8877;15853.08105;15102.13086;15127.03125;15438.79883;16039.34082;16135.8252;15028.09473;16090.76563;16081.73535;15947.63867;16035.58789;16710.75781;16832.62891;15853.86035;15638.83301;16715.57617;16265.06543;16729.28711;16379.30371;16229.74512;16870.08789;16923.29688;16126.27441;16649.03906;17146.59375;16419.56641;16833.30664;16268.84473;17479.9082;16578.72461;16630.12891;16480.50391;16783.07813;17787.75195;17641.65234;17938.9375;17581.95898;17288.67188;17356.86133;14785.58008;15675.22559;17314.86133;18059.78711;18724.63086
Sum85;16501.23047;14490.92871;14703.53809;12892.17676;13677.35645;13674.41309;13785.38965;14541.53906;13411.25781;14086.79297;14164.11816;14432.37109;14407.58203;13468.42578;14863.40625;14777.19727;14673.02344;14788.52539;15032.70508;15192.35059;14534.45117;14263.85742;15109.33789;14559.5127;15091.6416;14930.77246;14491.78711;15184.15918;15071.46191;14822.27344;14933.44043;16186.04785;14870.26367;15177.89258;14727.10742;15437.50684;14908.15039;15048.71484;14947.75293;15044.89453;16355.52832;15290.60156;15923.19434;15485.00488;15137.25684;15107.26758;13380.62695;14170.77832;15175.03809;16306.74414;16668.43945
Sum86;17196.30078;15074.15527;15658.93945;13425.10156;14532.75098;14374.97559;14711.14258;15329.87402;14400.13184;14642.10352;14860.5332;15300.70801;15455.5918;14398.07422;15688.92871;15607.95605;15449.91406;15670.19824;16062.80371;16144.3125;15326.85645;15023.51855;16117.00879;15601.48438;16081;15874.18945;15565.33301;16426.16016;16143.20605;15794.17871;15981.14648;16594.2168;15966.7373;16377.48047;15728.17871;16631.24609;15943.75879;16306.13965;16068.63672;16332.83887;16672.04688;16586.74609;16731.625;16610.09375;16485.82422;16464.7793;14020.01953;15003.33594;16484.54492;16715.46484;17351.21484
Sum87;17285.59766;14377.24512;14657.44336;12888.90527;13746.89941;13650.32129;13820.42773;14349.1748;13519.49414;13936.10254;14001.77051;14424.47754;14441.43945;13504.52344;14979.55566;14920.86426;14759.41113;14891.7793;15198.04688;15332.9082;14606.9209;14360.24121;15196.87695;14765.21973;15185.58594;14993.55957;14676.06348;15327.06348;15194.48828;14891.44141;15013.79199;16206.39648;14967.16699;15322.95996;14833.13965;15597.37305;15003.60156;15176.76563;15034.07813;15180.82324;16380.41309;15445.33105;15746.08301;15507.50977;15291.08887;15255.02832;13474.89648;14196.88086;15344.83887;16335.91211;17424.41406
Sum88;17779.04297;14836.78418;15161.42871;13298.20801;14231.4248;14072.55371;14298.33594;14907.69434;14028.43164;14302.91211;14505.83008;14896.88965;14999.01367;13995.72266;14927.63086;14999.30469;14885.85156;15084.88281;15333.83984;15406.96973;14728.7041;14482.63086;15491.11621;14864.74219;15265.14453;15175.7041;14817.2998;15781.55078;15506.57617;15242.56348;15437.18457;16045.91992;15374.68359;15745.7334;15204.02539;16130.45605;15372.45508;15621.14063;15421.57324;15685.92578;16115.51855;16003.41797;16204.65234;16020.84375;15831.16895;15762.77734;13923.63867;14542.7998;15896.97656;16385.46289;18010.50195
Sum89;18697.55859;15516.21777;16270.38281;13953.05371;15395.6748;15076.69824;15360.32617;15848.71094;15116.64941;15139.86426;15459.51953;15996.78223;16098.07617;15025.97461;16089.46094;16071.27832;15927.8623;15975.02539;16682.71484;16775.54102;15856.93359;15575.31836;16652.1875;16179.82813;16645.35352;16268.19238;16144.05762;16834.86133;16822.66992;16058.75488;16615.33203;17111.60352;16415.29688;16803.87109;16192.2832;17395.14844;16549.39844;16621.7793;16456.92773;16757.94141;17770.82031;17602.45703;17921.07227;17545.60352;17209.44922;17287.29688;14784.58887;15630.79395;17203.09375;17983.13867;19005.08789
Sum90;17050.40039;15433.09082;16157.80176;13843.49316;15077.20215;14764.41016;15089.32129;15852.37305;14817.60254;15115.45703;15436.07227;16083.24805;16011.69141;14869.22852;16069.83203;16131.21875;16040.88672;15957.95508;16124.98438;16153.18457;15911.68848;15695.06543;16145.26367;16116.24023;16137.2373;16133.27246;16092.02441;16110.93555;16160.19434;16104.67285;16114.27441;16131.67285;16104.10449;16140.65527;16112.27734;16144.65137;16109.71094;16124.34082;16104.29004;16121.27637;16328.70605;16184.90527;16425.11914;16184.27344;16124.50098;16098.76563;14554.23242;15773.92773;16129.09668;16460.68164;17588.71875
Sum91;18341.76367;15437.12891;16206.9502;13944.29199;15282.56934;14972.32715;15237.22754;15753.57324;14997.12793;15009.1084;15352.37598;15987.625;16030.08203;14939.53906;16072.61719;16066.12305;15953.4541;15965.71582;16672.76367;16779.21875;15845.33789;15608.29297;16653.03906;16201.64551;16639.25391;16315.15332;16164.63379;16768.89648;16849.63477;16082.16504;16568.48242;17215.13086;16352.76074;16738.3457;16198.77148;17408.25;16506.30078;16540.03906;16407.67773;16789.83984;17681.7793;17537.37891;17867.29297;17476.88867;17279.59375;17269.36914;14751.7334;15658.3584;17282.33984;17913.06641;18672.36914
Sum92;16388.57422;14674.12695;14963.24023;13108.72656;13962.15918;13911.6875;14037.81738;14687.36426;13759.95996;14268.7373;14367.55762;14702.78613;14699.86426;13728.56445;15218.33301;15107.06055;14998.23828;15165.46484;15357.52148;15496.00781;14749.83984;14496.35449;15442.44434;14965.55469;15436.25977;15303.27246;14874.59961;15518.8418;15412.83105;15215.20898;15316.84863;16013.01563;15265.1377;15536.46484;15122.92969;15725.47168;15289.22461;15426.93164;15318.38477;15415.21875;16077.69238;15641.6084;15896.71973;15685.99414;15524.2832;15510.90332;13694.49902;14428.18066;15548.1377;16097.88281;16521.54297
Sum93;18232.50977;14993.23828;15395.17188;13539.5;14446.52246;14276.25293;14467.48438;15122.50879;14252.04785;14437.86133;14680.38477;15126.55957;15226.82031;14197.02051;15285.30273;15240.39258;15115.08789;15135.53613;15671.58887;15732.06641;14970.71973;14690.42188;15737.5918;15193.2168;15731.47168;15486.27148;15174.77832;16222.19336;15744.49023;15572.69727;15698.45996;16504.24414;15713.19922;16163.58789;15371.28418;16569.28516;15620.90723;15997.34473;15746.99902;16070.27051;16588.4668;16435.65234;16690.1875;16444.55078;16238.15723;16181.37793;14106.46582;14701.2373;16322.79883;16663.39844;18437.76953
Sum94;18798.24805;15557.91113;16619.83203;14007.30957;15542.41016;15177.93359;15614.55273;16226.04883;15386.66309;15373.75879;15633.4541;16369.94727;16433.79688;15355.56348;16200.46484;16306.80859;16229.2793;16284.51953;16958.73633;17132.54688;16122.77637;15864.48438;17130.04102;16593.00391;17123.88086;16740.35742;16615.53516;17268.19922;17341.82031;16434.60156;17069.71094;17545.18164;16804.64844;17227.98047;16639.71875;17806.94922;16991.54492;17017.04492;16888.76367;17201.92969;17956.46094;17883.54492;18237.02344;17786.14258;17654.82422;17589.27148;14834.05078;15971.07422;17663.11523;18348.10547;18921.99219
Sum95;17497.97266;14516.05664;14892.95215;13071.25488;14051.86816;13910.61523;14087.84473;14616.36914;13830.91113;14068.45215;14236.46484;14650.31641;14694.47559;13769.86914;15334.04395;15101.67285;14866.89258;15320.87305;15520.59863;15697.65332;14831.55957;14520.16016;15665.86035;15063.58008;15647.46191;15450.84082;14934.44238;15825.11816;15644.64941;15314.57422;15498.34375;16075.78906;15425.15234;15832.44922;15291.49316;16135.63867;15482.21777;15674.98438;15466.08887;15695.35645;16261.31934;16011.29883;16241.94824;16065.84668;15834.96875;15811.89258;13627.06348;14471.4209;15892.2207;16515.66602;17619.24805
Sum96;17549.55859;15020.02734;15463.28906;13461.15625;14441.63184;14314.4209;14581.06543;15169.63965;14288.86328;14517.73828;14720.66895;15185.52246;15271.06738;14272.50293;15293.625;15303.23242;15179.84766;15510.13379;15786.70801;16014.42871;15045.63184;14718.33398;16064.21484;15451.9873;16006.57715;15766.64746;15416.67871;16376.14258;16080.35742;15721.81836;15954.34766;16643.26758;15886.24316;16309.80371;15628.1748;16685.64258;15895.99121;16158.30566;15915.87891;16203.20508;16718.51563;16612.69141;16785.70508;16637.33008;16450.34961;16410.18555;14037.23926;14790.80273;16468.18164;16761.08203;17692.42773
Sum97;17844.20313;15110.64063;15571.10938;13585.75098;14529.25195;14395.12207;14636.2041;15282.78027;14364.81836;14570.28125;14814.87012;15329.99902;15374.79297;14343.22266;15416.81543;15444.70605;15334.8877;15370.38965;15872.75195;15914.06641;15176.52441;14874.83789;16065.38672;15394.08496;15841.53613;15599.27637;15361.08984;16307.53906;15952.61719;15720.13867;15927.87598;16626.49609;15905.71387;16251.77344;15584.18652;16652.02734;15805.70898;16112.65234;15936.2959;16197.1084;16782.625;16632.11914;16868.17969;16658.19336;16424.25781;16403.45313;14125.97168;14938.54102;16421.0918;16851.07227;17984.44531
Sum98;18905.36719;15521.86426;16260.12988;13960.93945;15372.07129;15061.04199;15359.81445;15836.55469;15112.66797;15144.27344;15457.77734;15957.04199;16071.98828;15017.07813;15965.90039;16017.92676;15866.10059;15838.39551;16558.18164;16643.66602;15766.69141;15490.59961;16544.37891;16052.09277;16509.12305;16178.81543;16012.91797;16709.19336;16679.15625;15989.10254;16483.80469;17021.6543;16314.18066;16668.85156;16084.89746;17207.29492;16443.83008;16486.28711;16322.70898;16645.75;17735.51953;17545.22266;17902.08984;17498.375;17175.875;17257.00977;14774.79883;15563.77832;17113.39063;17925.60938;18970.39063
Sum99;17881.58398;15337.48633;16020.37402;13775.72168;14867.91406;14580.99121;14912.99805;15630.71191;14604.21973;14978.88184;15160.08008;15741.23242;15797.7959;14665.70117;15647.15137;15749.34375;15682.72461;15626.58496;16265.9082;16365.66504;15478.56445;15178.02441;16333.62988;15763.9502;16316.49219;16018.3418;15756.05957;16630.39453;16440.57227;15818.03027;16236.61816;16908.81055;16094.00195;16533.58203;15906.53613;17014.50977;16183.69238;16403.23047;16128.88965;16542.0293;17192.50781;17075.1543;17265.92773;17081.72461;16856.22266;16875.91992;14393.41406;15265.86133;16802.41406;17247.54883;18035.50195
Sum100;17484.96094;14874.9502;15324.89746;13342.53223;14342.82227;14248.98926;14397.35547;15030.30469;14172.40918;14370.08789;14584.06641;15047.82227;15113.20605;14109.39258;15319.81445;15176.38379;15102.48926;15421.43457;15659.90527;15808.41602;14983.30176;14705.13086;15872.74121;15178.45605;15816.47266;15628.76367;15122.63574;16103.10449;15830.2334;15505.41016;15709.20313;16363.71094;15633.2998;16070.38867;15468.85059;16425.30469;15680.44043;15918.18652;15673.50586;15946.61914;16455.84375;16308.07324;16526.07031;16354.44629;16127.21777;16087.22754;13922.66016;14672.9668;16170.8916;16509.56641;17607.37305
Sum101;18650.98242;14917.24609;15415.50879;13607.81152;14567.85156;14293.56641;14486.28223;15150.14844;14253.83887;14420.15039;14622.58203;15187.95898;15209.62402;14153.41211;15280.25488;15226.91211;15175.4668;15213.15332;15748.49121;15802.12891;14984.19531;14705.53906;15723.08203;15312.50488;15771.28418;15462.15723;15260.29395;16319.94922;15891.89355;15579.87988;15895.23828;16701.28516;15806.24121;16419.01563;15355.7627;16750.73633;15862.97461;16027.00586;15835.63281;16149.57227;16841.55273;16709.14844;16938.90234;16720.52539;16468.72461;16447.15039;14219.10254;14746.61035;16503.49023;16965.53711;19043.03516
Sum102;19124.6543;15077.83398;15522.34473;13632.31152;14627.36621;14390.90137;14584.53906;15253.5459;14398.65527;14590.83887;14787.59668;15228.46387;15372.93164;14318.3623;15255.02344;15244.01172;15187.34082;15257.66309;15849.87695;15800.44727;14997.48047;14741.6123;15791.76563;15325.93848;15724.2373;15514.49121;15279.92285;16331.29102;15923.36816;15685.60156;15927.67969;16718.20117;15822.47754;16276.90527;15396.9873;16755.40039;15653.06152;16156.88379;15924.57324;16250.82031;16924.32227;16766.99609;17008.06641;16783.57813;16518.0293;16487.41992;14257.7832;14783.37109;16525.32227;17004.54297;19558.10938
Sum103;19144.9668;15076.44434;15576.82422;13608.83105;14658.0498;14421.77051;14603.50977;15317.58008;14417.27637;14594.11035;14799.01953;15340.65039;15374.16309;14333.55176;15445.48828;15370.62305;15318.24414;15272.33008;15912.78027;15959.87305;15213.52637;14863.97949;16029.42871;15364.00195;15847.0332;15541.44238;15315.85059;16410.42773;15942.06641;15662.26465;15968.13867;16747.57813;15887.04492;16361.80859;15422.87207;16778.17969;15832.11133;16170.3252;15907.40234;16272.05664;16937.82422;16789.67188;17052.5918;16803.78711;16589.99023;16550.83984;14246.77539;14914.68652;16566.86133;17050.52539;20056.82813
Sum104;18650.98242;14902.15723;15286.16699;13351.64551;14307.43555;14193.20605;14482.79395;15096.23535;14179.44336;14396.85254;14611.16504;15052.56836;15191.80859;14158.61328;15201.55664;15165.77637;15054.69922;15406.59766;15722.03418;15817.60938;14909.16699;14643.12305;15998.02832;15243.16992;15850.38281;15639.98242;15186.98926;16241.30762;15821.9707;15636.20801;15841.34863;16572.29297;15792.57031;16210.92578;15515.20703;16600.56836;15757.85352;16006.58105;15817.96973;16045.87695;16679.17188;16520.42188;16758.28516;16558.79688;16310.64941;16274.19824;13894.17285;14744.47461;16343.28418;16740.49609;19067.11133
Sum105;19124.6543;14902.15723;15286.16699;13351.64551;14307.43555;14193.20605;14482.79395;15096.23535;14179.44336;14396.85254;14611.16504;15052.56836;15191.80859;14158.61328;15201.55664;15165.77637;15054.69922;15406.59766;15722.03418;15817.60938;14909.16699;14643.12305;15998.02832;15243.16992;15850.38281;15639.98242;15186.98926;16241.30762;15821.9707;15636.20801;15841.34863;16572.29297;15792.57031;16210.92578;15515.20703;16600.56836;15757.85352;16006.58105;15817.96973;16045.87695;16679.17188;16520.42188;16758.28711;16558.79688;16310.64941;16274.19824;13894.17285;14744.47461;16343.28418;16740.51367;19562.50977
Sum106;19144.9668;14902.15723;15286.16699;13351.64551;14307.43555;14193.20605;14482.79395;15096.23535;14179.44336;14396.85254;14611.16504;15052.56836;15191.80859;14158.61328;15201.55664;15165.77637;15054.69922;15406.59766;15722.03418;15817.60938;14909.16699;14643.12305;15998.02832;15243.16992;15850.38281;15639.98242;15186.98926;16241.30762;15821.9707;15636.20801;15841.34863;16572.29297;15792.57031;16210.92578;15515.20703;16600.56836;15757.85352;16006.58105;15817.96973;16045.87695;16679.17188;16520.42188;16758.28711;16558.79688;16310.64941;16274.19824;13894.17285;14744.47461;16343.28418;16740.51367;20075.46289
Sum107;18650.98242;14902.15723;15286.16699;13351.64551;14307.43555;14193.20605;14482.79395;15096.23535;14179.44336;14396.85254;14611.16504;15052.56836;15191.80859;14158.61328;15201.55664;15165.77637;15054.69922;15406.59766;15722.03418;15817.60938;14909.16699;14643.12305;15998.02832;15243.16992;15850.38281;15639.98242;15186.98926;16241.23438;15821.9707;15636.20801;15841.34863;16562.2168;15792.57031;16210.92578;15515.20703;16589.97852;15757.85352;16006.58105;15817.96973;16045.87695;16659.91016;16512.14063;16734.12305;16548.5;16309.44043;16273.45508;13894.17285;14744.47461;16341.26855;16712.13672;17706.89648
Sum108;19124.6543;14902.15723;15286.16699;13351.64551;14307.43555;14193.20605;14482.79395;15096.23535;14179.44336;14396.85254;14611.16504;15052.56836;15191.80859;14158.61328;15201.55664;15165.77637;15054.69922;15406.59766;15722.03418;15817.60938;14909.16699;14643.12305;15998.02832;15243.16992;15850.38281;15639.98242;15186.98926;16241.23438;15821.9707;15636.20801;15841.34863;16562.2168;15792.57031;16210.92578;15515.20703;16589.97852;15757.85352;16006.58105;15817.96973;16045.87695;16659.91016;16512.14063;16734.12305;16548.5;16309.44043;16273.45508;13894.17285;14744.47461;16341.26855;16712.13672;17706.89648
Sum109;19144.9668;14902.15723;15286.16699;13351.64551;14307.43555;14193.20605;14482.79395;15096.23535;14179.44336;14396.85254;14611.16504;15052.56836;15191.80859;14158.61328;15201.55664;15165.77637;15054.69922;15406.59766;15722.03418;15817.60938;14909.16699;14643.12305;15998.02832;15243.16992;15850.38281;15639.98242;15186.98926;16241.23438;15821.9707;15636.20801;15841.34863;16562.2168;15792.57031;16210.92578;15515.20703;16589.97852;15757.85352;16006.58105;15817.96973;16045.87695;16659.91016;16512.14063;16734.12305;16548.5;16309.44043;16273.45508;13894.17285;14744.47461;16341.26855;16712.13672;17706.89648
Sum110;18650.58398;14917.24609;15415.50879;13607.81152;14567.85156;14293.56641;14486.28223;15150.14844;14253.83887;14420.15039;14622.58203;15187.95898;15209.62402;14153.41211;15280.25488;15226.91211;15175.4668;15213.15332;15748.49121;15802.12891;14984.19531;14705.53906;15723.08203;15312.50488;15771.28418;15462.15723;15260.29395;16318.45703;15891.89355;15579.87988;15895.23828;16681.66602;15806.24121;16411.625;15355.7627;16726.13867;15862.97461;16027.00586;15835.63281;16149.57227;16797.45313;16686.15234;16877.15625;16696.23047;16462.49414;16441.0918;14219.10254;14746.61035;16495.21289;16882.78906;17627.84961
Sum111;19124.6543;15077.83398;15522.34473;13632.31152;14627.36621;14390.90137;14584.53906;15253.5459;14398.65527;14590.83887;14787.59668;15228.46387;15372.93164;14318.3623;15255.02344;15244.01172;15187.34082;15257.66309;15849.87695;15800.44727;14997.48047;14741.6123;15791.76563;15325.93848;15724.2373;15514.49121;15279.92285;16329.48438;15923.36816;15685.60156;15927.67969;16696.61523;15822.47754;16276.6748;15396.9873;16729.5918;15653.06152;16156.88379;15924.57324;16250.81055;16860.29688;16736.64063;16918.23242;16750.61328;16509.78711;16479.91602;14257.7832;14783.37109;16515.44336;16905.68555;17622.93945
